,CodeAntena,Duracion,Hora,NumeroDestino
79,1100187812,0 days 00:05:00.000000000,2018-06-12 13:00:00,311.487.6976
80,1100187739,0 days 00:05:00.000000000,2018-06-12 16:12:00,315.777.6549
81,1100135704,0 days 00:02:00.000000000,2018-06-12 19:54:00,311.487.6976
82,1100135793,0 days 00:01:00.000000000,2018-06-12 16:37:00,301.009.5672
83,1100187804,0 days 00:03:00.000000000,2018-06-12 20:38:00,315.777.6549
84,1100135365,0 days 00:05:00.000000000,2018-06-12 20:20:00,301.009.5672
85,1100135820,0 days 00:01:00.000000000,2018-06-13 07:40:00,315.777.6549
86,1100135412,0 days 00:02:00.000000000,2018-06-13 08:14:00,311.487.6976
87,1100162521,0 days 00:02:00.000000000,2018-06-13 08:00:00,315.777.6549
88,1100135653,0 days 00:06:00.000000000,2018-06-13 11:10:00,300.227.8739
89,1100162636,0 days 00:03:00.000000000,2018-06-14 17:29:00,311.487.6976
90,1100135851,0 days 00:03:00.000000000,2018-06-14 12:12:00,301.009.5672
91,1100135143,0 days 00:05:00.000000000,2018-06-14 09:40:00,315.777.6549
92,1100135258,0 days 00:05:00.000000000,2018-06-14 17:52:00,311.487.6976
93,1100135143,0 days 00:06:00.000000000,2018-06-15 11:34:00,300.227.8739
94,1100123345,0 days 00:02:00.000000000,2018-06-15 17:31:00,315.777.6549
95,1100135421,0 days 00:04:00.000000000,2018-06-15 19:27:00,315.777.6549
96,1100135766,0 days 00:06:00.000000000,2018-06-16 10:29:00,301.009.5672
97,1100187391,0 days 00:01:00.000000000,2018-06-16 16:06:00,315.777.6549
98,1100135463,0 days 00:05:00.000000000,2018-06-16 13:21:00,315.777.6549
99,1100123829,0 days 00:01:00.000000000,2018-06-16 17:34:00,315.777.6549
100,1100162140,0 days 00:05:00.000000000,2018-06-16 09:14:00,301.009.5672
101,1100162768,0 days 00:04:00.000000000,2018-06-16 20:19:00,315.777.6549
102,1100187387,0 days 00:02:00.000000000,2018-06-16 11:43:00,311.487.6976
103,1100123153,0 days 00:06:00.000000000,2018-06-17 13:19:00,301.009.5672
104,1100123609,0 days 00:06:00.000000000,2018-06-17 21:32:00,311.487.6976
105,1100135609,0 days 00:03:00.000000000,2018-06-17 20:53:00,301.009.5672
106,1100162223,0 days 00:06:00.000000000,2018-06-17 11:29:00,300.227.8739
107,1100162418,0 days 00:01:00.000000000,2018-06-18 07:32:00,311.487.6976
108,1100187587,0 days 00:05:00.000000000,2018-06-18 16:43:00,315.777.6549
109,1100162495,0 days 00:01:00.000000000,2018-06-18 18:18:00,311.487.6976
110,1100135237,0 days 00:05:00.000000000,2018-06-18 13:54:00,301.009.5672
111,1100162487,0 days 00:03:00.000000000,2018-06-18 06:18:00,311.487.6976
112,1100135346,0 days 00:02:00.000000000,2018-06-18 18:12:00,315.777.6549
113,1100135378,0 days 00:04:00.000000000,2018-06-18 08:48:00,315.777.6549
114,1100162504,0 days 00:03:00.000000000,2018-06-19 18:44:00,315.777.6549
115,1100162344,0 days 00:03:00.000000000,2018-06-19 18:48:00,301.009.5672
116,1100162188,0 days 00:03:00.000000000,2018-06-19 10:38:00,300.227.8739
117,1100162619,0 days 00:03:00.000000000,2018-06-20 18:18:00,300.227.8739
118,1100135246,0 days 00:06:00.000000000,2018-06-20 21:57:00,311.487.6976
119,1100135224,0 days 00:02:00.000000000,2018-06-20 13:10:00,300.227.8739
120,1100123404,0 days 00:03:00.000000000,2018-06-20 13:18:00,311.487.6976
121,1100135859,0 days 00:06:00.000000000,2018-06-20 20:57:00,300.227.8739
122,1100135473,0 days 00:02:00.000000000,2018-06-20 10:29:00,315.777.6549
123,1100135896,0 days 00:04:00.000000000,2018-06-20 19:53:00,301.009.5672
124,1100162649,0 days 00:05:00.000000000,2018-06-21 19:12:00,301.009.5672
125,1100135254,0 days 00:05:00.000000000,2018-06-21 22:30:00,315.777.6549
126,1100187392,0 days 00:03:00.000000000,2018-06-21 12:07:00,300.227.8739
127,1100135591,0 days 00:01:00.000000000,2018-06-21 22:13:00,315.777.6549
128,1100187818,0 days 00:02:00.000000000,2018-06-21 14:09:00,315.777.6549
129,1100162488,0 days 00:01:00.000000000,2018-06-21 20:11:00,315.777.6549
130,1100135459,0 days 00:04:00.000000000,2018-06-21 12:39:00,315.777.6549
131,1100123632,0 days 00:06:00.000000000,2018-06-21 07:38:00,315.777.6549
132,1100162667,0 days 00:04:00.000000000,2018-06-21 17:52:00,315.777.6549
133,1100123195,0 days 00:06:00.000000000,2018-06-22 21:58:00,300.227.8739
134,1100135875,0 days 00:05:00.000000000,2018-06-22 07:36:00,300.227.8739
135,1100135467,0 days 00:06:00.000000000,2018-06-22 12:39:00,315.777.6549
136,1100135177,0 days 00:01:00.000000000,2018-06-22 12:37:00,301.009.5672
137,1100187383,0 days 00:02:00.000000000,2018-06-22 22:26:00,311.487.6976
138,1100135281,0 days 00:02:00.000000000,2018-06-22 10:16:00,311.487.6976
139,1100135144,0 days 00:03:00.000000000,2018-06-22 06:26:00,311.487.6976
140,1100162433,0 days 00:05:00.000000000,2018-06-22 07:48:00,315.777.6549
141,1100162731,0 days 00:06:00.000000000,2018-06-23 20:45:00,311.487.6976
142,1100123617,0 days 00:05:00.000000000,2018-06-23 19:35:00,301.009.5672
143,1100162347,0 days 00:06:00.000000000,2018-06-23 14:57:00,301.009.5672
144,1100123772,0 days 00:02:00.000000000,2018-06-23 12:54:00,315.777.6549
145,1100187543,0 days 00:01:00.000000000,2018-06-23 10:13:00,300.227.8739
146,1100162481,0 days 00:06:00.000000000,2018-06-23 22:04:00,311.487.6976
147,1100162820,0 days 00:05:00.000000000,2018-06-23 21:00:00,300.227.8739
148,1100135676,0 days 00:02:00.000000000,2018-06-24 17:59:00,315.777.6549
149,1100187421,0 days 00:02:00.000000000,2018-06-24 09:11:00,311.487.6976
150,1100135831,0 days 00:04:00.000000000,2018-06-24 13:23:00,300.227.8739
151,1100187764,0 days 00:06:00.000000000,2018-06-24 10:23:00,300.227.8739
152,1100135198,0 days 00:06:00.000000000,2018-06-24 16:59:00,315.777.6549
153,1100135328,0 days 00:03:00.000000000,2018-06-24 06:55:00,315.777.6549
154,1100187282,0 days 00:02:00.000000000,2018-06-24 06:23:00,311.487.6976
155,1100162813,0 days 00:03:00.000000000,2018-06-24 16:06:00,311.487.6976
156,1100162206,0 days 00:03:00.000000000,2018-06-24 14:08:00,315.777.6549
157,1100135764,0 days 00:03:00.000000000,2018-06-25 13:16:00,311.487.6976
158,1100187209,0 days 00:05:00.000000000,2018-06-25 11:15:00,315.777.6549
159,1100135228,0 days 00:03:00.000000000,2018-06-25 08:26:00,311.487.6976
160,1100123790,0 days 00:06:00.000000000,2018-06-25 15:31:00,301.009.5672
161,1100135189,0 days 00:01:00.000000000,2018-06-25 11:16:00,300.227.8739
162,1100135602,0 days 00:02:00.000000000,2018-06-25 10:41:00,315.777.6549
163,1100187253,0 days 00:05:00.000000000,2018-06-25 10:32:00,311.487.6976
164,1100135159,0 days 00:01:00.000000000,2018-06-25 21:07:00,300.227.8739
165,1100123103,0 days 00:02:00.000000000,2018-06-26 08:33:00,301.009.5672
166,1100162504,0 days 00:06:00.000000000,2018-06-26 06:21:00,301.009.5672
167,1100135483,0 days 00:06:00.000000000,2018-06-26 06:12:00,315.777.6549
168,1100162364,0 days 00:05:00.000000000,2018-06-26 19:06:00,311.487.6976
169,1100187259,0 days 00:04:00.000000000,2018-06-26 12:48:00,315.777.6549
170,1100135128,0 days 00:02:00.000000000,2018-06-26 08:41:00,301.009.5672
171,1100187717,0 days 00:05:00.000000000,2018-06-26 19:26:00,301.009.5672
172,1100135836,0 days 00:05:00.000000000,2018-06-26 14:58:00,311.487.6976
173,1100187717,0 days 00:03:00.000000000,2018-06-27 09:13:00,301.009.5672
174,1100162626,0 days 00:03:00.000000000,2018-06-27 10:50:00,315.777.6549
175,1100135531,0 days 00:02:00.000000000,2018-06-27 17:01:00,300.227.8739
176,1100187210,0 days 00:05:00.000000000,2018-06-27 18:09:00,301.009.5672
177,1100123596,0 days 00:02:00.000000000,2018-06-27 07:54:00,315.777.6549
178,1100123304,0 days 00:03:00.000000000,2018-06-27 15:37:00,315.777.6549
179,1100135614,0 days 00:03:00.000000000,2018-06-27 09:23:00,315.777.6549
180,1100123830,0 days 00:01:00.000000000,2018-06-28 15:31:00,315.777.6549
181,1100123827,0 days 00:05:00.000000000,2018-06-28 13:48:00,315.777.6549
182,1100187860,0 days 00:06:00.000000000,2018-06-28 12:52:00,311.487.6976
183,1100162277,0 days 00:02:00.000000000,2018-06-28 22:24:00,315.777.6549
184,1100187764,0 days 00:03:00.000000000,2018-06-28 19:24:00,311.487.6976
185,1100162634,0 days 00:05:00.000000000,2018-06-28 08:30:00,311.487.6976
186,1100187169,0 days 00:05:00.000000000,2018-06-28 13:37:00,301.009.5672
187,1100187465,0 days 00:02:00.000000000,2018-06-29 14:55:00,315.777.6549
188,1100135766,0 days 00:02:00.000000000,2018-06-29 08:30:00,301.009.5672
189,1100123822,0 days 00:01:00.000000000,2018-06-29 16:35:00,315.777.6549
190,1100135851,0 days 00:02:00.000000000,2018-06-29 13:28:00,301.009.5672
191,1100162466,0 days 00:05:00.000000000,2018-06-29 07:36:00,300.227.8739
192,1100135205,0 days 00:03:00.000000000,2018-06-29 16:29:00,315.777.6549
193,1100135678,0 days 00:02:00.000000000,2018-06-29 17:16:00,311.487.6976
194,1100123562,0 days 00:06:00.000000000,2018-06-29 20:07:00,301.009.5672
195,1100162806,0 days 00:01:00.000000000,2018-06-30 10:23:00,311.487.6976
196,1100135568,0 days 00:01:00.000000000,2018-06-30 17:23:00,301.009.5672
197,1100187565,0 days 00:04:00.000000000,2018-06-30 22:31:00,301.009.5672
198,1100187360,0 days 00:01:00.000000000,2018-07-01 20:23:00,301.009.5672
199,1100135702,0 days 00:01:00.000000000,2018-07-01 21:08:00,301.009.5672
200,1100187322,0 days 00:03:00.000000000,2018-07-01 10:27:00,315.777.6549
201,1100123457,0 days 00:04:00.000000000,2018-07-01 07:16:00,301.009.5672
202,1100162534,0 days 00:04:00.000000000,2018-07-02 21:56:00,300.227.8739
203,1100135792,0 days 00:02:00.000000000,2018-07-02 16:40:00,301.009.5672
204,1100135750,0 days 00:06:00.000000000,2018-07-02 11:12:00,301.009.5672
205,1100123293,0 days 00:02:00.000000000,2018-07-02 11:54:00,315.777.6549
206,1100162388,0 days 00:04:00.000000000,2018-07-02 10:20:00,301.009.5672
207,1100162287,0 days 00:05:00.000000000,2018-07-02 20:02:00,301.009.5672
208,1100135608,0 days 00:06:00.000000000,2018-07-02 14:52:00,311.487.6976
209,1100135897,0 days 00:01:00.000000000,2018-07-02 13:17:00,301.009.5672
210,1100162256,0 days 00:05:00.000000000,2018-07-03 19:55:00,311.487.6976
211,1100162629,0 days 00:05:00.000000000,2018-07-03 10:32:00,301.009.5672
212,1100162693,0 days 00:05:00.000000000,2018-07-03 13:30:00,315.777.6549
213,1100135103,0 days 00:06:00.000000000,2018-07-03 09:44:00,315.777.6549
214,1100187603,0 days 00:04:00.000000000,2018-07-03 10:00:00,301.009.5672
215,1100187653,0 days 00:02:00.000000000,2018-07-04 19:36:00,315.777.6549
216,1100162833,0 days 00:04:00.000000000,2018-07-04 21:40:00,311.487.6976
217,1100135450,0 days 00:04:00.000000000,2018-07-04 17:17:00,315.777.6549
218,1100135454,0 days 00:04:00.000000000,2018-07-04 09:00:00,315.777.6549
219,1100123284,0 days 00:02:00.000000000,2018-07-04 22:05:00,301.009.5672
220,1100162565,0 days 00:03:00.000000000,2018-07-04 17:59:00,311.487.6976
221,1100135889,0 days 00:02:00.000000000,2018-07-04 15:52:00,315.777.6549
222,1100187545,0 days 00:03:00.000000000,2018-07-04 09:31:00,301.009.5672
223,1100162835,0 days 00:04:00.000000000,2018-07-05 21:55:00,311.487.6976
224,1100123550,0 days 00:06:00.000000000,2018-07-05 13:02:00,315.777.6549
225,1100162707,0 days 00:01:00.000000000,2018-07-05 17:52:00,315.777.6549
226,1100162258,0 days 00:03:00.000000000,2018-07-05 09:03:00,311.487.6976
227,1100123517,0 days 00:06:00.000000000,2018-07-05 20:48:00,315.777.6549
228,1100135795,0 days 00:03:00.000000000,2018-07-05 14:03:00,311.487.6976
229,1100187193,0 days 00:03:00.000000000,2018-07-05 07:39:00,311.487.6976
230,1100135674,0 days 00:04:00.000000000,2018-07-06 22:23:00,315.777.6549
231,1100187154,0 days 00:04:00.000000000,2018-07-06 15:43:00,315.777.6549
232,1100135379,0 days 00:04:00.000000000,2018-07-06 22:34:00,301.009.5672
233,1100135490,0 days 00:04:00.000000000,2018-07-06 13:35:00,300.227.8739
234,1100123808,0 days 00:01:00.000000000,2018-07-06 18:42:00,311.487.6976
235,1100162643,0 days 00:02:00.000000000,2018-07-06 10:29:00,300.227.8739
236,1100135162,0 days 00:06:00.000000000,2018-07-07 09:36:00,315.777.6549
237,1100135887,0 days 00:03:00.000000000,2018-07-07 08:35:00,311.487.6976
238,1100162595,0 days 00:06:00.000000000,2018-07-07 10:05:00,315.777.6549
239,1100135218,0 days 00:03:00.000000000,2018-07-07 17:26:00,311.487.6976
240,1100162689,0 days 00:04:00.000000000,2018-07-07 11:17:00,315.777.6549
241,1100135772,0 days 00:03:00.000000000,2018-07-07 22:31:00,301.009.5672
242,1100135804,0 days 00:02:00.000000000,2018-07-08 06:31:00,301.009.5672
243,1100162435,0 days 00:02:00.000000000,2018-07-08 22:15:00,311.487.6976
244,1100162564,0 days 00:02:00.000000000,2018-07-08 09:40:00,301.009.5672
245,1100123481,0 days 00:06:00.000000000,2018-07-08 16:14:00,301.009.5672
246,1100162293,0 days 00:06:00.000000000,2018-07-08 21:25:00,300.227.8739
247,1100162108,0 days 00:01:00.000000000,2018-07-08 20:59:00,315.777.6549
248,1100135427,0 days 00:04:00.000000000,2018-07-08 09:00:00,311.487.6976
249,1100162493,0 days 00:05:00.000000000,2018-07-08 17:34:00,311.487.6976
250,1100162328,0 days 00:03:00.000000000,2018-07-08 21:54:00,311.487.6976
251,1100162642,0 days 00:06:00.000000000,2018-07-09 12:02:00,311.487.6976
252,1100162484,0 days 00:02:00.000000000,2018-07-09 17:53:00,301.009.5672
253,1100123274,0 days 00:02:00.000000000,2018-07-09 17:10:00,315.777.6549
254,1100162704,0 days 00:06:00.000000000,2018-07-09 10:21:00,311.487.6976
255,1100187744,0 days 00:01:00.000000000,2018-07-09 11:28:00,311.487.6976
256,1100162358,0 days 00:02:00.000000000,2018-07-10 16:25:00,315.777.6549
257,1100162519,0 days 00:04:00.000000000,2018-07-10 17:02:00,300.227.8739
258,1100187687,0 days 00:03:00.000000000,2018-07-10 11:05:00,315.777.6549
259,1100135212,0 days 00:03:00.000000000,2018-07-10 22:07:00,301.009.5672
260,1100162436,0 days 00:02:00.000000000,2018-07-10 06:56:00,300.227.8739
261,1100187293,0 days 00:05:00.000000000,2018-07-10 14:18:00,311.487.6976
262,1100135692,0 days 00:06:00.000000000,2018-07-11 08:24:00,301.009.5672
263,1100187251,0 days 00:02:00.000000000,2018-07-11 11:33:00,311.487.6976
264,1100135812,0 days 00:03:00.000000000,2018-07-11 07:43:00,311.487.6976
265,1100162570,0 days 00:03:00.000000000,2018-07-11 11:14:00,301.009.5672
266,1100123183,0 days 00:03:00.000000000,2018-07-11 17:09:00,315.777.6549
267,1100135528,0 days 00:04:00.000000000,2018-07-11 11:40:00,315.777.6549
268,1100135263,0 days 00:04:00.000000000,2018-07-11 22:12:00,301.009.5672
269,1100162847,0 days 00:06:00.000000000,2018-07-11 18:51:00,315.777.6549
270,1100123437,0 days 00:03:00.000000000,2018-07-11 18:13:00,301.009.5672
271,1100135291,0 days 00:05:00.000000000,2018-07-12 21:10:00,301.009.5672
272,1100162739,0 days 00:06:00.000000000,2018-07-12 15:55:00,301.009.5672
273,1100162518,0 days 00:04:00.000000000,2018-07-12 07:21:00,311.487.6976
274,1100135888,0 days 00:06:00.000000000,2018-07-12 21:07:00,301.009.5672
275,1100135706,0 days 00:04:00.000000000,2018-07-12 15:49:00,311.487.6976
276,1100135295,0 days 00:04:00.000000000,2018-07-13 20:47:00,301.009.5672
277,1100162786,0 days 00:02:00.000000000,2018-07-13 18:30:00,301.009.5672
278,1100187606,0 days 00:06:00.000000000,2018-07-13 16:48:00,315.777.6549
279,1100135705,0 days 00:05:00.000000000,2018-07-13 11:05:00,311.487.6976
280,1100187368,0 days 00:02:00.000000000,2018-07-13 19:46:00,315.777.6549
281,1100135762,0 days 00:01:00.000000000,2018-07-14 10:26:00,315.777.6549
282,1100123725,0 days 00:03:00.000000000,2018-07-14 12:52:00,301.009.5672
283,1100135439,0 days 00:06:00.000000000,2018-07-14 10:06:00,315.777.6549
284,1100187692,0 days 00:01:00.000000000,2018-07-15 19:11:00,315.777.6549
285,1100135487,0 days 00:04:00.000000000,2018-07-15 09:24:00,315.777.6549
286,1100162448,0 days 00:02:00.000000000,2018-07-15 21:00:00,300.227.8739
287,1100135810,0 days 00:05:00.000000000,2018-07-15 22:33:00,301.009.5672
288,1100187132,0 days 00:03:00.000000000,2018-07-15 14:46:00,300.227.8739
289,1100162108,0 days 00:05:00.000000000,2018-07-15 15:15:00,315.777.6549
290,1100162561,0 days 00:05:00.000000000,2018-07-15 06:40:00,301.009.5672
291,1100162322,0 days 00:05:00.000000000,2018-07-15 19:05:00,315.777.6549
292,1100162627,0 days 00:06:00.000000000,2018-07-15 11:09:00,315.777.6549
293,1100187200,0 days 00:06:00.000000000,2018-07-16 22:21:00,315.777.6549
294,1100162682,0 days 00:05:00.000000000,2018-07-16 21:08:00,315.777.6549
295,1100162701,0 days 00:03:00.000000000,2018-07-16 16:17:00,315.777.6549
296,1100123394,0 days 00:02:00.000000000,2018-07-16 11:29:00,315.777.6549
297,1100123730,0 days 00:02:00.000000000,2018-07-17 07:16:00,301.009.5672
298,1100162198,0 days 00:05:00.000000000,2018-07-17 18:09:00,315.777.6549
299,1100162547,0 days 00:06:00.000000000,2018-07-17 06:03:00,311.487.6976
300,1100162304,0 days 00:01:00.000000000,2018-07-17 11:09:00,311.487.6976
301,1100162587,0 days 00:02:00.000000000,2018-07-17 20:14:00,315.777.6549
302,1100135559,0 days 00:06:00.000000000,2018-07-18 11:52:00,315.777.6549
303,1100187721,0 days 00:06:00.000000000,2018-07-18 21:19:00,311.487.6976
304,1100123528,0 days 00:03:00.000000000,2018-07-18 18:03:00,301.009.5672
305,1100187209,0 days 00:05:00.000000000,2018-07-18 10:57:00,315.777.6549
306,1100135356,0 days 00:06:00.000000000,2018-07-18 20:51:00,315.777.6549
307,1100135148,0 days 00:03:00.000000000,2018-07-18 16:39:00,315.777.6549
308,1100123465,0 days 00:05:00.000000000,2018-07-18 09:05:00,311.487.6976
309,1100123426,0 days 00:02:00.000000000,2018-07-18 19:45:00,301.009.5672
310,1100123290,0 days 00:03:00.000000000,2018-07-18 18:42:00,301.009.5672
311,1100135393,0 days 00:01:00.000000000,2018-07-19 13:50:00,311.487.6976
312,1100123745,0 days 00:05:00.000000000,2018-07-19 17:42:00,315.777.6549
313,1100123523,0 days 00:04:00.000000000,2018-07-19 13:48:00,315.777.6549
314,1100135338,0 days 00:01:00.000000000,2018-07-19 11:17:00,311.487.6976
315,1100135155,0 days 00:02:00.000000000,2018-07-19 20:30:00,311.487.6976
316,1100162619,0 days 00:01:00.000000000,2018-07-19 22:25:00,301.009.5672
317,1100135296,0 days 00:03:00.000000000,2018-07-19 12:02:00,315.777.6549
318,1100135341,0 days 00:05:00.000000000,2018-07-20 18:50:00,300.227.8739
319,1100162104,0 days 00:05:00.000000000,2018-07-20 08:55:00,315.777.6549
320,1100187403,0 days 00:03:00.000000000,2018-07-20 17:04:00,300.227.8739
321,1100135860,0 days 00:06:00.000000000,2018-07-20 22:17:00,315.777.6549
322,1100135123,0 days 00:04:00.000000000,2018-07-20 09:06:00,315.777.6549
323,1100162794,0 days 00:06:00.000000000,2018-07-20 14:24:00,315.777.6549
324,1100123452,0 days 00:04:00.000000000,2018-07-20 21:09:00,311.487.6976
325,1100187868,0 days 00:01:00.000000000,2018-07-20 07:16:00,315.777.6549
326,1100123844,0 days 00:05:00.000000000,2018-07-21 20:48:00,300.227.8739
327,1100135782,0 days 00:02:00.000000000,2018-07-21 18:20:00,301.009.5672
328,1100187675,0 days 00:06:00.000000000,2018-07-21 18:09:00,315.777.6549
329,1100123825,0 days 00:05:00.000000000,2018-07-21 06:42:00,301.009.5672
330,1100187445,0 days 00:01:00.000000000,2018-07-21 19:17:00,300.227.8739
331,1100123604,0 days 00:01:00.000000000,2018-07-21 09:29:00,300.227.8739
332,1100187281,0 days 00:03:00.000000000,2018-07-22 07:19:00,301.009.5672
333,1100135138,0 days 00:03:00.000000000,2018-07-22 19:57:00,301.009.5672
334,1100123657,0 days 00:06:00.000000000,2018-07-22 09:19:00,315.777.6549
335,1100162320,0 days 00:03:00.000000000,2018-07-22 19:49:00,301.009.5672
336,1100187837,0 days 00:04:00.000000000,2018-07-22 08:44:00,311.487.6976
337,1100135895,0 days 00:05:00.000000000,2018-07-22 14:35:00,301.009.5672
338,1100162499,0 days 00:06:00.000000000,2018-07-22 18:59:00,300.227.8739
339,1100162158,0 days 00:06:00.000000000,2018-07-23 16:30:00,315.777.6549
